Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom
B181212,4/13/18,6/28/18,60000,FALSE,FALSE,2,300 Block of Chenery Street,94131,8,Glen Park,"(37.73675839004961, -122.42829841433387)"
B181424,5/8/18,6/26/18,15000,FALSE,FALSE,1,2000 Block of Green Street,94123,2,Marina,"(37.796524939146984, -122.4328478206058)"
B181530,5/9/18,6/27/18,0,FALSE,FALSE,1,300 Block of Day Street,94131,8,Noe Valley,"(37.742752358201486, -122.42991918997133)"
B181974,6/28/18,6/28/18,90000,FALSE,FALSE,2,700 Block of 6th Avenue,94118,1,Inner Richmond,"(37.774499665807255, -122.46374328194274)"
B182021,,7/11/18,8000,FALSE,FALSE,1,500 Block of Flood Avenue,94112,7,West of Twin Peaks,"(37.72992420949618, -122.45178899309104)"
B180734,3/9/18,6/26/18,29692.82,FALSE,FALSE,1,100 Block of Dolores Street,94103,8,Castro/Upper Market,"(37.76666294196811, -122.42673239216249)"
B180206,1/25/18,7/5/18,87030.28,FALSE,FALSE,2,100 Block of Corbett Avenue,94114,8,Castro/Upper Market,"(37.761729335305354, -122.4419593031364)"
B181296,4/23/18,7/5/18,70000,FALSE,FALSE,2,300 Block of Chenery Street,94131,8,Glen Park,"(37.736843385827015, -122.42838604926403)"
B181531,5/9/18,7/3/18,20000,FALSE,FALSE,2,100 Block of Arguello Boulevard,94118,2,Presidio Heights,"(37.78677214151225, -122.45919858138366)"
B180211,1/29/18,7/12/18,18000,FALSE,FALSE,2,500 Block of London Street,94112,11,Excelsior,"(37.72045774558472, -122.43703098813621)"
B180809,3/16/18,7/17/18,1500,FALSE,FALSE,2,2200 Block of Jackson Street,94115,2,Pacific Heights,"(37.792838525479176, -122.43210112946853)"
B180911,3/23/18,7/9/18,45000,FALSE,FALSE,2,1300 Block of 5th Avenue,94122,5,Inner Sunset,"(37.76329075214025, -122.4620346375078)"
B180912,3/23/18,7/9/18,72400,FALSE,TRUE,3,1300 Block of 5th Avenue,94122,5,Inner Sunset,"(37.76329075214025, -122.4620346375078)"
B180924,3/27/18,7/9/18,45000,FALSE,TRUE,1,0 Block of Palm Avenue,94118,2,Presidio Heights,"(37.78484619002791, -122.4580614634158)"
B181227,4/18/18,7/19/18,5000,FALSE,FALSE,1,900 Block of De Haro Street,94107,10,Potrero Hill,"(37.757654280887664, -122.40098364357362)"
B181300,4/24/18,7/23/18,85000,FALSE,TRUE,2,400 Block of 14th Street,94103,8,Mission,"(37.768127829554324, -122.42331066903833)"
B181427,5/8/18,7/6/18,32000,FALSE,FALSE,1,900 Block of Huron Avenue,94112,11,Outer Mission,"(37.709737727041265, -122.45262614820994)"
B181428,5/8/18,7/5/18,20000,FALSE,FALSE,2,3000 Block of Mission Street,94110,9,Mission,"(37.748595439636645, -122.41802467754938)"
B181592,5/21/18,7/23/18,25000,FALSE,TRUE,2,1600 Block of La Salle Avenue,94124,10,Bayview Hunters Point,"(37.7368708864383, -122.38921853507073)"
B181619,5/23/18,7/16/18,39400,FALSE,TRUE,2,300 Block of Vernon Street,94132,11,Oceanview/Merced/Ingleside,"(37.718782406415286, -122.4681134210322)"
B181718,5/30/18,7/19/18,1000,FALSE,FALSE,1,600 Block of Lisbon Street,94112,11,Excelsior,"(37.718141456270246, -122.43660512812797)"
B181731,6/1/18,7/18/18,3000,FALSE,FALSE,1,400 Block of Eddy Street,94109,6,Tenderloin,"(37.783565475900964, -122.41505113671272)"
B181995,,7/5/18,29800,FALSE,FALSE,2,0 Block of Seal Rock Drive,94121,1,Lincoln Park,"(37.78081416676372, -122.50705794909686)"
B182062,,7/13/18,74849.24,FALSE,TRUE,2,1800 Block of Mcallister Street,94115,5,Lone Mountain/USF,"(37.77721463170213, -122.44248867977386)"
B180132,1/18/18,7/23/18,80000,FALSE,FALSE,3,1200 Block of 6th Avenue,94122,5,Inner Sunset,"(37.76558852093081, -122.46313118396338)"
B180893,3/19/18,7/23/18,28000,FALSE,FALSE,1,2600 Block of California Street,94115,2,Pacific Heights,"(37.78843736562836, -122.43796223748181)"
B181404,5/1/18,7/23/18,80000,FALSE,FALSE,2,2600 Block of Octavia Street,94123,2,Marina,"(37.796535999243346, -122.4285632612773)"
B181748,6/4/18,7/24/18,75000,FALSE,FALSE,2,0 Block of Hancock Street,94114,8,Castro/Upper Market,"(37.760478931139545, -122.42939287036307)"
B182156,,7/19/18,50000,FALSE,FALSE,2,200 Block of Lincoln Way,94122,5,Inner Sunset,"(37.766087774671476, -122.46055272384265)"
B181728,5/31/18,7/25/18,6000,FALSE,FALSE,1,0 Block of Isis Street,94103,6,Mission,"(37.77011143558397, -122.41468370245045)"
B182315,,7/30/18,45000,FALSE,FALSE,3,800 Block of Rhode Island Street,94107,10,Potrero Hill,"(37.7590433306866, -122.40194918584501)"
B181528,5/11/18,7/31/18,56000,FALSE,FALSE,2,100 Block of 27th Street,94110,8,Noe Valley,"(37.74715743641449, -122.42354188442401)"
B160152,1/15/16,4/15/16,25000,FALSE,FALSE,1,1200 Block of Masonic Avenue,94117,5,Haight Ashbury,"(37.76972814729271, -122.44532047493537)"
B160157,1/19/16,5/26/16,12000,FALSE,FALSE,2,1800 Block of California Street,94109,2,Western Addition,"(37.79000194477482, -122.4247845656484)"
B160710,2/22/16,4/27/16,6000,FALSE,FALSE,1,2300 Block of Bush Street,94115,2,Pacific Heights,"(37.78665156330526, -122.43591516742529)"
B170738,3/22/17,8/3/18,131789.71,FALSE,FALSE,1,2900 Block of Franklin Street,94123,2,Marina,"(37.80159235803173, -122.42621034290872)"
B170755,2/27/17,8/3/18,55476.7,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170757,2/27/17,8/3/18,55476.7,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170760,2/27/17,8/3/18,55476.7,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B180255,1/30/18,8/3/18,100000,FALSE,FALSE,1,2800 Block of Harrison Street,94110,9,Mission,"(37.75182705532185, -122.4118919996882)"
B180421,2/7/18,8/8/18,58000,FALSE,FALSE,4,1800 Block of Page Street,94117,5,Haight Ashbury,"(37.770470292001214, -122.45124215746178)"
B180497,2/14/18,8/6/18,125000,FALSE,FALSE,2,0 Block of States Street,94114,8,Castro/Upper Market,"(37.7634100550694, -122.43906507196981)"
B181412,5/2/18,8/2/18,69348.6,FALSE,FALSE,3,1900 Block of Hayes Street,94117,5,Lone Mountain/USF,"(37.773574575235386, -122.44849599034605)"
B181746,6/5/18,8/2/18,15261.92,FALSE,FALSE,2,200 Block of 3rd Avenue,94118,1,Inner Richmond,"(37.78402516160139, -122.46120282914481)"
B181761,6/8/18,8/6/18,10000,FALSE,FALSE,1,100 Block of Coleridge Street,94110,9,Bernal Heights,"(37.743394615107995, -122.42000112048012)"
B181763,6/8/18,8/9/18,54358.75,FALSE,FALSE,2,2000 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.77522833107932, -122.45052153932082)"
B182152,7/16/18,8/9/18,10000,FALSE,FALSE,2,2700 Block of Polk Street,94109,2,Russian Hill,"(37.80203248799396, -122.42292643093258)"
B182385,8/3/18,8/3/18,20000,FALSE,FALSE,1,3600 Block of 19th Street,94110,8,Mission,"(37.759806799846345, -122.42538649752721)"
B182386,8/3/18,8/3/18,18000,FALSE,FALSE,2,3600 Block of 19th Street,94110,8,Mission,"(37.759806799846345, -122.42538649752721)"
B182388,,8/7/18,7000,FALSE,FALSE,1,500 Block of Flood Avenue,94112,7,West of Twin Peaks,"(37.72992420949618, -122.45178899309104)"
B182409,,8/3/18,51286.03,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B171760,7/7/17,8/13/18,50000,FALSE,FALSE,2,1500 Block of Francisco Street,94123,2,Marina,"(37.80242556893478, -122.43066569156854)"
B172799,11/3/17,8/13/18,24500,FALSE,FALSE,1,3900 Block of Washington Street,94118,2,Presidio Heights,"(37.78859664797011, -122.4583217451656)"
B180650,3/5/18,8/14/18,33000,FALSE,FALSE,3,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.7820265124035, -122.46334969024808)"
B181621,5/23/18,8/16/18,40000,FALSE,FALSE,3,0 Block of Entrada Court,94127,7,West of Twin Peaks,"(37.72504999656588, -122.46789696409543)"
B181715,5/29/18,8/14/18,19250,FALSE,FALSE,2,2000 Block of Franklin Street,94109,2,Pacific Heights,"(37.79329229301981, -122.424537680436)"
B181727,5/31/18,8/14/18,31992.4,FALSE,FALSE,2,5600 Block of Fulton Street,94121,1,Outer Richmond,"(37.77225784927279, -122.4922286844071)"
B181752,6/6/18,8/3/18,65000,FALSE,TRUE,2,700 Block of Hyde Street,94109,3,Nob Hill,"(37.787720247162284, -122.41666458815452)"
B181824,6/13/18,8/15/18,68000,FALSE,TRUE,1,400 Block of Green Street,94133,3,North Beach,"(37.799773212595426, -122.40640432779335)"
B182418,,8/16/18,27500,FALSE,TRUE,1,600 Block of 28th Street,94131,8,Noe Valley,"(37.744642740783625, -122.43676563571447)"
B161095,3/17/16,5/9/16,11460,FALSE,FALSE,3,2400 Block of 26th Avenue,94116,4,Sunset/Parkside,"(37.74178936803573, -122.48305831930715)"
B161098,3/18/16,5/17/16,15000,FALSE,TRUE,2,0 Block of Pearl Street,94103,8,Mission,"(37.77022490196537, -122.42379459489823)"
B170321,2/10/17,8/24/18,87000,FALSE,FALSE,1,1800 Block of Lombard Street,94123,2,Marina,"(37.80024834654909, -122.43191433261855)"
B171224,5/8/17,8/24/18,87000,FALSE,FALSE,1,1300 Block of Stevenson Street,94103,6,Mission,"(37.770775625995626, -122.42173409525398)"
B172057,8/9/17,8/24/18,15000,FALSE,FALSE,1,700 Block of 6th Avenue,94118,1,Inner Richmond,"(37.77449336390309, -122.46388145113791)"
B180649,3/5/18,8/21/18,5000,FALSE,FALSE,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.7820265124035, -122.46334969024808)"
B181120,4/5/18,8/21/18,40000,FALSE,FALSE,5,0 Block of Carr Street,94124,10,Bayview Hunters Point,"(37.72176204454943, -122.39688239635747)"
B181716,5/30/18,8/23/18,65000,FALSE,TRUE,4,2600 Block of Bryant Street,94110,9,Mission,"(37.75199404456833, -122.40912285831396)"
B181871,6/20/18,8/22/18,30000,FALSE,FALSE,2,0 Block of Saint Marys Avenue,94112,8,Bernal Heights,"(37.73464901374565, -122.42758720592806)"
B181872,6/20/18,8/22/18,17299,FALSE,FALSE,1,0 Block of Saint Marys Avenue,94112,8,Bernal Heights,"(37.73464901374565, -122.42758720592806)"
B182441,,8/17/18,13000,FALSE,FALSE,1,2200 Block of Sacramento Street,94115,2,Pacific Heights,"(37.7903015380394, -122.42990368277982)"
B182516,,8/22/18,136880,FALSE,FALSE,3,2700 Block of Folsom Street,94110,9,Mission,"(37.753298447582864, -122.41422876373993)"
B161193,3/31/16,5/4/16,10000,FALSE,TRUE,1,1400 Block of 27th Avenue,94122,4,Sunset/Parkside,"(37.760385318677855, -122.4855719466095)"
B181933,6/22/18,8/27/18,19881,FALSE,FALSE,3,700 Block of Bay Street,94109,2,Russian Hill,"(37.80494891721744, -122.41936529665863)"
B181992,7/3/18,8/28/18,35000,FALSE,FALSE,1,3500 Block of 19th Street,94110,8,Mission,"(37.76002135916768, -122.42183647997781)"
B170652,3/17/17,8/29/18,83000,FALSE,TRUE,1,100 Block of 17th Avenue,94121,1,Outer Richmond,"(37.78520294437938, -122.47643688599673)"
B171759,7/7/17,8/28/18,30000,FALSE,FALSE,5,500 Block of Brussels Street,94134,9,Portola,"(37.725334088073645, -122.40477049328007)"
B181490,5/8/18,8/15/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181854,6/19/18,8/29/18,214600,FALSE,FALSE,5,2900 Block of California Street,94115,2,Pacific Heights,"(37.78769715507494, -122.4429204794283)"
B181983,6/29/18,8/28/18,50000,FALSE,FALSE,3,900 Block of Vermont Street,94107,10,Potrero Hill,"(37.757715900207344, -122.40345492465359)"
B181491,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181492,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181493,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181494,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181495,5/8/18,7/10/18,193750,FALSE,FALSE,2,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181496,5/8/18,7/10/18,193750,FALSE,FALSE,2,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181497,5/8/18,7/10/18,193750,FALSE,FALSE,3,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181498,5/8/18,7/10/18,193750,FALSE,FALSE,2,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181499,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181500,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181501,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181502,5/8/18,7/10/18,193750,FALSE,FALSE,2,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181503,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B181504,5/8/18,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B182167,,7/10/18,193750,FALSE,FALSE,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)"
B171222,5/8/17,8/30/18,52090.66,FALSE,FALSE,1,1300 Block of Stevenson Street,94103,6,Mission,"(37.770775625995626, -122.42173409525398)"
