Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom
B153398,12/11/15,3/29/17,66313.27,FALSE,FALSE,3,1600 Block of Vallejo Street,94123,2,Marina,"(37.796640416325836, -122.42443654707388)"
B153399,12/11/15,11/29/16,45000,FALSE,FALSE,1,1600 Block of Vallejo Street,94123,2,Marina,"(37.796640416325836, -122.42443654707388)"
B153400,11/3/15,1/6/17,69649,FALSE,FALSE,2,1800 Block of 19th Street,94107,10,Potrero Hill,"(37.76098508381825, -122.40072807114662)"
B153401,11/3/15,12/13/16,35000,FALSE,FALSE,1,1800 Block of 19th Street,94107,10,Potrero Hill,"(37.76098508381825, -122.40072807114662)"
B153443,12/18/15,2/17/16,23000,FALSE,FALSE,2,400 Block of Vallejo Street,94133,3,North Beach,"(37.799189519691375, -122.40435388682837)"
B153475,12/21/15,12/21/15,10000,FALSE,FALSE,2,0 Block of Gardenside Drive,94131,8,Twin Peaks,"(37.75177810084912, -122.44498894592772)"
B153477,12/24/15,3/30/16,37000,FALSE,FALSE,2,300 Block of Octavia Street,94102,5,Hayes Valley,"(37.77552471586337, -122.42450853573642)"
B153480,12/28/15,12/28/15,15000,FALSE,FALSE,3,800 Block of Alabama Street,94110,9,Mission,"(37.75828025254214, -122.41157108424788)"
B153500,12/29/15,3/2/16,15000,FALSE,FALSE,1,4600 Block of Balboa Street,94121,1,Outer Richmond,"(37.77525608618311, -122.50856215583525)"
B153501,12/29/15,3/9/16,5600,FALSE,FALSE,1,3700 Block of Fillmore Street,94123,2,Marina,"(37.80588630888819, -122.43719485105419)"
B153504,12/31/15,3/15/16,7301,FALSE,TRUE,1,0 Block of Newton Street,94112,11,Excelsior,"(37.71393981335662, -122.43894329674553)"
B160029,1/4/16,5/25/16,60000,FALSE,TRUE,1,700 Block of Banks Street,94110,9,Bernal Heights,"(37.73431654634691, -122.41303713928006)"
B160069,1/6/16,3/3/16,30000,FALSE,FALSE,2,1800 Block of California Street,94109,2,Western Addition,"(37.79000194477482, -122.4247845656484)"
B160070,1/5/16,1/5/16,2070,FALSE,FALSE,2,1700 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.75380587903769, -122.50754067063454)"
B160072,,1/7/16,22500,FALSE,TRUE,1,0 Block of Sumner Street,94103,6,South of Market,"(37.77625250703247, -122.41055419197963)"
B160073,,1/7/16,100000,FALSE,FALSE,2,2900 Block of Harrison Street,94110,9,Mission,"(37.75023923817465, -122.41160055918989)"
B160074,1/8/16,1/22/16,9000,FALSE,FALSE,3,1500 Block of Ortega Street,94122,4,Sunset/Parkside,"(37.752265830897166, -122.48009705803946)"
B160086,,1/7/16,45000,FALSE,TRUE,1,100 Block of Caselli Avenue,94114,8,Castro/Upper Market,"(37.7596944125705, -122.44190438573229)"
B160088,1/11/16,4/15/16,53636,FALSE,FALSE,3,200 Block of Mississippi Street,94107,10,Potrero Hill,"(37.76333400140185, -122.39458302840657)"
B160089,1/11/16,4/29/16,26000,FALSE,FALSE,2,1300 Block of Hampshire Street,94110,9,Mission,"(37.75050064337026, -122.40713121171851)"
B160094,1/13/16,5/10/16,75000,FALSE,FALSE,1,700 Block of Guerrero Street,94110,8,Mission,"(37.75875618270899, -122.42364323903473)"
B160098,,1/13/16,23000,FALSE,FALSE,1,200 Block of Steiner Street,94117,5,Haight Ashbury,"(37.77165522124299, -122.43211360181907)"
B160153,1/7/16,3/4/16,12000,FALSE,FALSE,1,800 Block of Rutland Street,94134,10,Visitacion Valley,"(37.71200200162132, -122.40760797613721)"
B160155,1/19/16,7/29/16,10000,FALSE,FALSE,2,900 Block of Bay Street,94109,2,Russian Hill,"(37.80435982471815, -122.42299023416591)"
B160158,1/19/16,1/27/16,23000,FALSE,FALSE,2,1600 Block of Beach Street,94123,2,Marina,"(37.804693684724285, -122.43627880206397)"
B160160,1/20/16,3/8/16,10000,FALSE,FALSE,2,1300 Block of 45th Avenue,94122,4,Sunset/Parkside,"(37.76140516029353, -122.50485311228569)"
B160219,,1/22/16,38200,FALSE,FALSE,2,500 Block of Miramar Avenue,94112,7,West of Twin Peaks,"(37.726653572965525, -122.45807887663618)"
B160262,1/26/16,3/24/16,15000,FALSE,FALSE,2,500 Block of Teresita Boulevard,94127,7,West of Twin Peaks,"(37.738002083190125, -122.4464496476221)"
B160263,1/26/16,1/27/16,5553,FALSE,FALSE,1,200 Block of Ellington Avenue,94112,11,Outer Mission,"(37.71382542663259, -122.44455912541744)"
B160265,1/26/16,5/3/16,20000,FALSE,FALSE,1,0 Block of Elizabeth Street,94110,8,Mission,"(37.75287163788244, -122.42223253935033)"
B160268,1/27/16,3/31/16,,TRUE,FALSE,4,1200 Block of California Street,94109,3,Nob Hill,"(37.79136562299127, -122.41493976810898)"
B160272,1/28/16,3/22/16,20000,FALSE,FALSE,2,800 Block of Clayton Street,94117,5,Haight Ashbury,"(37.765614199735744, -122.44766089640581)"
B160273,1/28/16,6/17/16,20000,FALSE,TRUE,2,0 Block of Lyell Street,94112,8,Outer Mission,"(37.73131182776688, -122.43160422234256)"
B160274,1/29/16,4/26/16,28000,FALSE,TRUE,1,900 Block of Jackson Street,94133,3,Chinatown,"(37.79548765727811, -122.41047935603308)"
B160275,1/29/16,5/19/16,75000,FALSE,FALSE,2,0 Block of Douglass Street,94114,8,Castro/Upper Market,"(37.76286134206383, -122.43948156328196)"
B160279,2/1/16,9/14/17,59206.21,FALSE,FALSE,1,1700 Block of Mcallister Street,94115,5,Western Addition,"(37.777534240825126, -122.44086368278478)"
B160280,1/29/16,10/18/16,71200,FALSE,TRUE,1,700 Block of 20th Avenue,94121,1,Outer Richmond,"(37.77375097634216, -122.47883523859728)"
B160283,2/2/16,6/1/16,17500,FALSE,FALSE,2,200 Block of Rome Street,94112,11,Outer Mission,"(37.715283220772456, -122.44694563024458)"
B160284,2/2/16,4/4/16,50000,FALSE,FALSE,5,2900 Block of Harrison Street,94110,9,Mission,"(37.75023923817465, -122.41160055918989)"
B160285,2/2/16,8/9/16,90000,FALSE,TRUE,2,700 Block of Page Street,94117,5,Haight Ashbury,"(37.772670546880995, -122.43309019853078)"
B160291,2/3/16,11/15/16,20000,FALSE,FALSE,1,1300 Block of Hampshire Street,94110,9,Mission,"(37.7505089340242, -122.40699325386237)"
B160293,1/26/16,6/6/16,28500,FALSE,FALSE,1,1300 Block of Palou Avenue,94124,10,Bayview Hunters Point,"(37.731279456362486, -122.38626695592221)"
B160650,2/17/16,2/17/16,5000,FALSE,FALSE,2,1200 Block of Polk Street,94109,3,Nob Hill,"(37.78798096191927, -122.42023159032618)"
B160651,2/18/16,4/1/16,17750,FALSE,FALSE,1,1800 Block of Mcallister Street,94115,5,Lone Mountain/USF,"(37.77721463170213, -122.44248867977386)"
B160652,2/18/16,5/16/16,34000,FALSE,FALSE,2,700 Block of Clementina Street,94103,6,South of Market,"(37.774852987344346, -122.41143917856175)"
B160655,2/19/16,5/16/16,70000,FALSE,FALSE,4,1300 Block of Vermont Street,94110,10,Mission,"(37.7525362608495, -122.40341546103157)"
B160658,2/19/16,4/22/16,28000,FALSE,FALSE,4,300 Block of Cornwall Street,94118,1,Inner Richmond,"(37.78482651470309, -122.46294556994428)"
B160711,2/23/16,4/26/16,19500,FALSE,FALSE,2,1000 Block of Dolores Street,94110,8,Mission,"(37.752643924449465, -122.4250877782395)"
B160713,2/23/16,8/9/16,45200,FALSE,FALSE,2,100 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.74005381088567, -122.4205972037767)"
B160714,2/23/16,8/12/16,45200,FALSE,FALSE,2,100 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.74005381088567, -122.4205972037767)"
B160715,2/23/16,9/6/16,74959.92,FALSE,FALSE,2,0 Block of Cook Street,94118,2,Presidio Heights,"(37.78274423604086, -122.4523921350961)"
B160780,2/24/16,2/24/16,150000,FALSE,FALSE,2,1800 Block of Webster Street,94115,5,Pacific Heights,"(37.78791925357512, -122.43202492664624)"
B160782,,4/26/16,30000,FALSE,FALSE,1,0 Block of Salmon Street,94133,3,Nob Hill,"(37.796539745376066, -122.41268095489944)"
B160783,2/24/16,12/1/16,52333.16,FALSE,FALSE,2,0 Block of Church Street,94114,8,Hayes Valley,"(37.769898724804456, -122.42924884050457)"
B160785,2/26/16,4/19/16,15000,FALSE,FALSE,1,1800 Block of 25th Avenue,94122,4,Sunset/Parkside,"(37.753022034755794, -122.48290354128063)"
B160819,2/23/16,5/12/16,60000,FALSE,FALSE,1,100 Block of Bartlett Street,94110,9,Mission,"(37.75457187063358, -122.41971271380537)"
B160820,2/23/16,3/20/17,86250,FALSE,FALSE,1,100 Block of Bartlett Street,94110,9,Mission,"(37.75457187063358, -122.41971271380537)"
B160835,3/2/16,7/1/16,41000,FALSE,FALSE,1,2000 Block of Powell Street,94133,3,North Beach,"(37.80348977593506, -122.41155318974742)"
B160837,3/2/16,7/12/16,50838,FALSE,FALSE,1,2000 Block of 15th Street,94114,8,Castro/Upper Market,"(37.76615130798589, -122.42937789154375)"
B160838,3/2/16,7/11/16,52400,FALSE,FALSE,1,500 Block of Chestnut Street,94133,3,North Beach,"(37.80383105103889, -122.41220519433145)"
B160840,3/3/16,8/29/16,160000,FALSE,FALSE,1,2100 Block of Lawton Street,94122,4,Sunset/Parkside,"(37.75751080039016, -122.48584044906333)"
B160841,3/3/16,5/5/16,12780,FALSE,FALSE,2,1300 Block of 16th Avenue,94122,5,Inner Sunset,"(37.7627690508287, -122.47391705496284)"
B160842,3/3/16,8/24/16,50000,FALSE,TRUE,1,1800 Block of Lombard Street,94123,2,Marina,"(37.80024834654909, -122.43191433261855)"
B160889,3/4/16,1/5/18,45000,FALSE,FALSE,1,100 Block of Belvedere Street,94117,5,Haight Ashbury,"(37.76779169694457, -122.44933229469972)"
B160892,3/7/16,4/25/16,8000,FALSE,FALSE,1,800 Block of Rhode Island Street,94107,10,Potrero Hill,"(37.7590433306866, -122.40194918584501)"
B160894,3/7/16,3/11/16,40000,FALSE,FALSE,3,500 Block of 17th Avenue,94121,1,Outer Richmond,"(37.77762661061808, -122.47588768943086)"
B160897,3/8/16,5/27/16,4000,FALSE,FALSE,2,2100 Block of Laguna Street,94115,2,Pacific Heights,"(37.79089037561574, -122.4292493839554)"
B160898,3/9/16,6/3/16,500,FALSE,FALSE,1,800 Block of Wisconsin Street,94107,10,Potrero Hill,"(37.75657496555204, -122.39880033945445)"
B160899,3/9/16,6/21/16,17250,FALSE,FALSE,1,400 Block of Oak Street,94102,5,Hayes Valley,"(37.7744393906916, -122.4267065384995)"
B160904,,3/8/16,550,FALSE,TRUE,1,900 Block of Garfield Street,94132,11,Oceanview/Merced/Ingleside,"(37.71969814066616, -122.4712026394145)"
B160990,3/8/16,1/26/17,25000,FALSE,FALSE,1,2500 Block of Lake Street,94121,2,Outer Richmond,"(37.78561814834195, -122.48675112283146)"
B161080,3/11/16,5/11/16,34000,FALSE,FALSE,3,600 Block of 26th Avenue,94121,1,Outer Richmond,"(37.77718800502665, -122.48553077725869)"
B161081,3/11/16,3/11/16,10000,FALSE,FALSE,2,1200 Block of 21st Avenue,94122,4,Sunset/Parkside,"(37.764412253173205, -122.47926339005936)"
B161084,3/14/16,3/14/16,8000,FALSE,FALSE,1,1100 Block of Francisco Street,94109,2,Russian Hill,"(37.80325482875825, -122.42408602684144)"
B161085,3/15/16,12/6/16,107920,FALSE,FALSE,6,200 Block of Day Street,94131,8,Noe Valley,"(37.7428855887183, -122.42770510418347)"
B161086,3/15/16,12/6/16,142517,FALSE,FALSE,6,200 Block of Day Street,94131,8,Noe Valley,"(37.7428855887183, -122.42770510418347)"
B161097,3/17/16,5/24/16,20000,FALSE,FALSE,2,600 Block of Broderick Street,94117,5,Hayes Valley,"(37.77618748448153, -122.43968203839862)"
B161105,3/21/16,10/3/16,61300,FALSE,FALSE,3,1700 Block of 44th Avenue,94122,4,Sunset/Parkside,"(37.753989485450035, -122.50339646987956)"
B161112,3/23/16,5/31/16,20000,FALSE,FALSE,1,2200 Block of North Point Street,94123,2,Marina,"(37.80272221337109, -122.44425869809696)"
B161117,3/23/16,10/7/16,70000,FALSE,FALSE,1,400 Block of Filbert Street,94133,3,North Beach,"(37.80165012780905, -122.40674575398278)"
B161119,3/23/16,6/6/16,5890,FALSE,FALSE,1,1700 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.75441476510989, -122.4937537240167)"
B161113,3/23/16,5/31/16,60000,FALSE,TRUE,1,2200 Block of North Point Street,94123,2,Marina,"(37.80272221337109, -122.44425869809696)"
B161121,3/24/16,3/24/16,175000,FALSE,FALSE,2,1100 Block of Pacific Avenue,94133,3,Nob Hill,"(37.79608047931214, -122.41383266925003)"
B161129,3/25/16,1/12/17,30000,FALSE,FALSE,2,1700 Block of 20th Avenue,94122,4,Sunset/Parkside,"(37.75512971590929, -122.47754528396713)"
B161131,3/25/16,6/7/16,31466,FALSE,FALSE,2,0 Block of Jordan Avenue,94118,2,Presidio Heights,"(37.78494955982375, -122.45681920464911)"
B161132,3/25/16,9/12/16,18109,FALSE,FALSE,2,800 Block of Broderick Street,94115,5,Western Addition,"(37.77804043716812, -122.44018845973366)"
B161201,3/28/16,5/23/16,35384.61,FALSE,FALSE,2,1200 Block of Waller Street,94117,5,Haight Ashbury,"(37.76933640402535, -122.4442725809965)"
B161202,3/28/16,5/19/16,11780,FALSE,FALSE,2,100 Block of Pope Street,94112,11,Excelsior,"(37.71330708898143, -122.44081443625534)"
B161203,3/28/16,11/23/16,38198.24,FALSE,TRUE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)"
B161204,3/28/16,10/5/16,27811.84,FALSE,FALSE,2,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.791157808709706, -122.44530852316223)"
B161206,3/28/16,8/8/16,55000,FALSE,TRUE,4,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.791157808709706, -122.44530852316223)"
B161208,3/28/16,7/18/16,100000,FALSE,FALSE,1,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.791157808709706, -122.44530852316223)"
B161211,3/28/16,8/2/16,21613.6,FALSE,TRUE,2,200 Block of 11th Avenue,94118,1,Inner Richmond,"(37.78363413498376, -122.46990801081915)"
B161231,3/28/16,6/1/16,60000,FALSE,FALSE,3,500 Block of 40th Avenue,94121,1,Outer Richmond,"(37.778389513156526, -122.50080030507193)"
B161233,3/29/16,5/18/16,24055,FALSE,FALSE,4,1300 Block of Bayshore Boulevard,94124,10,Bayview Hunters Point,"(37.727389107723475, -122.40192259996222)"
B161289,4/4/16,6/6/16,50000,FALSE,TRUE,1,600 Block of Capp Street,94110,9,Mission,"(37.756297556005116, -122.41780442958944)"
B161293,4/4/16,7/6/16,20000,FALSE,FALSE,1,1500 Block of Mcallister Street,94115,5,Western Addition,"(37.7779545304876, -122.43754201259)"
B161295,4/5/16,11/16/16,43300,FALSE,FALSE,2,2200 Block of 25th Avenue,94116,4,Sunset/Parkside,"(37.74556193059032, -122.4823865811442)"
B161296,4/6/16,5/6/16,8400,FALSE,FALSE,1,100 Block of Page Street,94102,5,Hayes Valley,"(37.77404134431951, -122.42318803251189)"
B161307,4/7/16,7/5/16,120000,FALSE,FALSE,1,300 Block of San Carlos Street,94110,9,Mission,"(37.75778230816283, -122.41983420132213)"
B161310,4/8/16,5/4/16,34500,FALSE,FALSE,2,1600 Block of 30th Avenue,94122,4,Sunset/Parkside,"(37.75652101678829, -122.48838244967642)"
B161312,4/11/16,8/17/16,48000,FALSE,FALSE,1,4600 Block of 3rd Street,94124,10,Bayview Hunters Point,"(37.73601805286586, -122.39040939183452)"
B161315,4/13/16,6/7/16,25000,FALSE,FALSE,4,900 Block of Haight Street,94117,5,Haight Ashbury,"(37.7711077229875, -122.43786645342331)"
B161316,4/13/16,8/22/16,55000,FALSE,FALSE,1,2700 Block of Gough Street,94123,2,Marina,"(37.79859193823694, -122.42743148392583)"
B161322,4/13/16,11/7/16,100000,FALSE,FALSE,3,24502400 Block of Filbert Street,94123,2,Marina,"(37.797552306586454, -122.43979997111371)"
B161383,,4/14/16,26597,FALSE,FALSE,5,0 Block of Farragut Avenue,94112,11,Outer Mission,"(37.710378052435836, -122.44975141903512)"
B161384,,4/14/16,16600,FALSE,FALSE,1,3200 Block of 21st Street,94110,9,Mission,"(37.75698022918082, -122.42073317148787)"
B161390,4/15/16,9/1/16,12500,FALSE,FALSE,2,1600 Block of Beach Street,94123,2,Marina,"(37.804693684724285, -122.43627880206397)"
B161394,4/18/16,2/16/17,96785,FALSE,TRUE,1,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821873776, -122.42823984811396)"
B161397,4/18/16,7/22/16,10000,FALSE,FALSE,1,0 Block of Bradford Street,94110,9,Bernal Heights,"(37.741625440888164, -122.40940390861269)"
B161401,4/20/16,7/5/16,1500,FALSE,FALSE,2,200 Block of 9th Street,94103,6,South of Market,"(37.774817064226994, -122.41284503105852)"
B161402,4/20/16,7/5/16,2500,FALSE,TRUE,2,200 Block of 9th Street,94103,6,South of Market,"(37.774817064226994, -122.41284503105852)"
B161404,4/20/16,8/9/16,35000,FALSE,TRUE,4,700 Block of Arguello Boulevard,94118,1,Lone Mountain/USF,"(37.77543227114804, -122.45838000282428)"
B161409,,4/22/16,27500,FALSE,TRUE,1,0 Block of Kissling Street,94103,6,South of Market,"(37.77284602022544, -122.41465513471734)"
B161410,,4/22/16,30000,FALSE,FALSE,1,100 Block of Haight Street,94102,5,Hayes Valley,"(37.772900089786006, -122.42464616916713)"
B161417,4/22/16,7/14/16,15000,FALSE,TRUE,1,0 Block of Buchanan Street,94102,8,Hayes Valley,"(37.770077899098155, -122.42659275451848)"
B161419,,4/25/16,50000,FALSE,FALSE,2,0 Block of Cumberland Street,94110,8,Mission,"(37.759042049984146, -122.4247229313483)"
B161471,4/27/16,5/5/16,21597,FALSE,FALSE,2,2100 Block of 26th Avenue,94116,4,Sunset/Parkside,"(37.747384697296724, -122.48344778419067)"
B161521,4/28/16,6/23/16,19000,FALSE,FALSE,3,0 Block of Cayuga Avenue,94112,8,Outer Mission,"(37.73129547036364, -122.43014966127174)"
B161522,4/28/16,4/28/16,30000,FALSE,FALSE,3,0 Block of Pearl Street,94103,8,Mission,"(37.77021658795976, -122.42393258713581)"
B161527,5/2/16,9/19/16,30000,FALSE,FALSE,2,1300 Block of 12th Avenue,94122,5,Inner Sunset,"(37.762968069923325, -122.46938781188967)"
B161529,4/29/16,7/15/16,11780,FALSE,FALSE,2,2900 Block of 23rd Street,94110,9,Mission,"(37.75431331926769, -122.41158898512872)"
B161534,,5/2/16,30000,FALSE,FALSE,5,2900 Block of Fulton Street,94118,1,Inner Richmond,"(37.773746141614836, -122.46322746533072)"
B161537,5/4/16,8/2/16,10000,FALSE,FALSE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064226994, -122.41284503105852)"
B161582,5/6/16,8/18/16,39255,FALSE,FALSE,4,2600 Block of Yorba Street,94116,4,Sunset/Parkside,"(37.73467525609108, -122.49498231413341)"
B161583,5/6/16,8/8/17,20018.74,FALSE,FALSE,1,2600 Block of Yorba Street,94116,4,Sunset/Parkside,"(37.73467525609108, -122.49498231413341)"
B161585,5/9/16,12/6/16,65000,FALSE,TRUE,1,0 Block of Ashbury Street,94117,5,Lone Mountain/USF,"(37.77512454939642, -122.44804117234567)"
B161587,5/10/16,9/30/16,21400,FALSE,TRUE,2,700 Block of 19th Avenue,94121,1,Outer Richmond,"(37.773799928512595, -122.47776445822949)"
B161588,5/10/16,2/15/17,50000,FALSE,FALSE,1,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674454, -122.44229944730586)"
B161590,5/11/16,2/2/18,140000,FALSE,FALSE,2,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606607845, -122.42664161534017)"
B161591,5/11/16,9/19/17,17500,FALSE,FALSE,1,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606607845, -122.42664161534017)"
B161592,5/11/16,1/9/17,100000,FALSE,FALSE,4,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606607845, -122.42664161534017)"
B161598,5/10/16,11/1/16,97050,FALSE,FALSE,5,500 Block of 38th Avenue,94121,1,Outer Richmond,"(37.77848994791363, -122.49866203539379)"
B161604,5/12/16,7/25/16,18000,FALSE,FALSE,7,200 Block of Genebern Way,94112,9,Bernal Heights,"(37.732454734755386, -122.42524827108963)"
B161669,5/13/16,11/21/16,53500,FALSE,TRUE,1,1800 Block of Union Street,94123,2,Marina,"(37.797766577932556, -122.42972551603128)"
B161670,5/13/16,6/29/16,25000,FALSE,TRUE,1,1800 Block of Union Street,94123,2,Marina,"(37.797766577932556, -122.42972551603128)"
B161702,5/18/16,7/5/16,1000,FALSE,TRUE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064226994, -122.41284503105852)"
B161704,5/17/16,7/21/16,34000,FALSE,FALSE,2,1200 Block of 31st Avenue,94122,4,Sunset/Parkside,"(37.7639348524231, -122.49011914910884)"
B161706,,5/17/16,71500,FALSE,FALSE,4,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.76967968447806, -122.4315753716993)"
B161707,,5/17/16,45000,FALSE,FALSE,4,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.76967968447806, -122.4315753716993)"
B161708,,5/17/16,45000,FALSE,FALSE,3,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.76967968447806, -122.4315753716993)"
B161809,5/23/16,1/17/17,35950,FALSE,FALSE,2,1700 Block of Newcomb Avenue,94124,10,Bayview Hunters Point,"(37.736774686267935, -122.39262575817095)"
B161812,5/23/16,8/15/16,29400,FALSE,FALSE,1,2600 Block of Pine Street,94115,2,Pacific Heights,"(37.787164449530536, -122.43940479920752)"
B161821,5/25/16,7/25/16,46792,FALSE,FALSE,4,2100 Block of Golden Gate Avenue,94118,5,Lone Mountain/USF,"(37.77783203066603, -122.44601217822192)"
B161822,5/25/16,7/12/16,82588,FALSE,FALSE,3,2100 Block of Golden Gate Avenue,94118,5,Lone Mountain/USF,"(37.77783203066603, -122.44601217822192)"
B161824,5/25/16,7/28/16,15000,FALSE,FALSE,2,4400 Block of 23rd Street,94114,8,Noe Valley,"(37.752493852274554, -122.44165496903679)"
B161825,5/25/16,7/27/16,3000,FALSE,TRUE,1,2500 Block of Sutter Street,94115,2,Pacific Heights,"(37.78498552986861, -122.44237081144286)"
B161827,5/26/16,11/22/16,42500,FALSE,FALSE,2,200 Block of Missouri Street,94107,10,Potrero Hill,"(37.763211108388965, -122.39665467309997)"
B161829,5/26/16,12/12/16,56993,FALSE,FALSE,1,900 Block of Minnesota Street,94107,10,Potrero Hill,"(37.759121018973055, -122.3904011596981)"
B161855,5/26/16,9/6/16,70000,FALSE,FALSE,3,1700 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.778672014351756, -122.4393938248804)"
B161857,,5/27/16,50000,FALSE,TRUE,1,2700 Block of Folsom Street,94110,9,Mission,"(37.753298447582864, -122.41422876373993)"
B161860,5/31/16,8/2/16,1200,FALSE,TRUE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064226994, -122.41284503105852)"
B161863,,5/31/16,25000,FALSE,FALSE,1,500 Block of Mcallister Street,94102,5,Western Addition,"(37.78004713569096, -122.4210814105646)"
B161864,6/1/16,10/21/16,90000,FALSE,TRUE,3,1600 Block of Grove Street,94117,5,Lone Mountain/USF,"(37.77513657439707, -122.44375821041992)"
B161872,6/2/16,7/18/16,13500,FALSE,FALSE,1,1200 Block of Green Street,94109,3,Russian Hill,"(37.79814929060104, -122.4202117654743)"
B161873,6/2/16,6/2/16,81000,FALSE,TRUE,3,100 Block of Fillmore Street,94117,5,Hayes Valley,"(37.770932776367054, -122.4302824216776)"
B161874,6/2/16,8/30/16,38000,FALSE,FALSE,1,1600 Block of Palou Avenue,94124,10,Bayview Hunters Point,"(37.7345707088737, -122.39183174278729)"
B161902,6/3/16,7/28/16,22000,FALSE,FALSE,2,1900 Block of Leavenworth Street,94133,3,Russian Hill,"(37.798698352568955, -122.41733348732926)"
B161903,6/3/16,7/26/16,15000,FALSE,FALSE,2,5000 Block of Fulton Street,94121,1,Outer Richmond,"(37.772550835365905, -122.48580200782618)"
B161955,6/6/16,8/17/16,13500,FALSE,FALSE,3,200 Block of Bartlett Street,94110,9,Mission,"(37.75297458691519, -122.41956241532431)"
B161968,6/9/16,8/8/16,120000,FALSE,FALSE,3,1200 Block of Page Street,94117,5,Haight Ashbury,"(37.77162083039777, -122.44135613533622)"
B161969,6/9/16,6/9/16,74000,FALSE,FALSE,1,500 Block of Jersey Street,94114,8,Noe Valley,"(37.75034822297559, -122.43731500897414)"
B162049,6/13/16,7/20/17,17750,FALSE,TRUE,2,100 Block of Baker Street,94117,5,Haight Ashbury,"(37.77225469535942, -122.44057235640129)"
B162052,6/13/16,1/25/17,22597,FALSE,FALSE,6,400 Block of Moscow Street,94112,11,Excelsior,"(37.72051272815517, -122.42828403638278)"
B162055,6/13/16,8/10/16,25000,FALSE,FALSE,1,2300 Block of Folsom Street,94110,9,Mission,"(37.75970155118555, -122.41469697122116)"
B162056,6/13/16,8/17/16,19585.77,FALSE,FALSE,2,5800 Block of Mission Street,94112,11,Excelsior,"(37.70942754804531, -122.45066412724253)"
B162060,6/15/16,8/30/16,30025.81,FALSE,FALSE,2,3300 Block of 22nd Street,94110,8,Mission,"(37.75516422377521, -122.42230322516461)"
B162061,6/16/16,8/8/16,18000,FALSE,FALSE,1,2100 Block of Ellis Street,94115,2,Western Addition,"(37.7812186040386, -122.44105013012587)"
B162065,6/17/16,7/21/16,20700,FALSE,FALSE,1,3500 Block of California Street,94118,2,Presidio Heights,"(37.78657063170714, -122.45259270734212)"
B162066,,6/17/16,100000,FALSE,TRUE,2,200 Block of Burrows Street,94134,9,Portola,"(37.72849695124675, -122.40560783199517)"
B162071,5/16/16,11/3/16,52140,FALSE,FALSE,2,600 Block of Mansell Street,94134,9,Portola,"(37.72002753190815, -122.40755104331417)"
B162175,6/21/16,10/24/16,44137.54,FALSE,FALSE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)"
B162183,6/22/16,9/13/16,36530.24,FALSE,FALSE,3,2400 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.7407908034652, -122.50555631402112)"
B162184,6/22/16,1/30/17,100000,FALSE,FALSE,2,3300 Block of Scott Street,94123,2,Marina,"(37.800666721219585, -122.44120448942861)"
B162185,6/22/16,9/2/16,8000,FALSE,FALSE,2,3300 Block of Scott Street,94123,2,Marina,"(37.800666721219585, -122.44120448942861)"
B162186,6/27/16,8/16/16,15000,FALSE,FALSE,2,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.71401111611438, -122.45754777679693)"
B162203,6/29/16,8/30/16,7000,FALSE,FALSE,1,400 Block of Ofarrell Street,94102,6,Tenderloin,"(37.78589033098736, -122.41172571995796)"
B162204,6/28/16,8/22/16,67622.8,FALSE,FALSE,1,1100 Block of Pacific Avenue,94133,3,Nob Hill,"(37.795971981241635, -122.4138109925199)"
B162210,,6/30/16,12500,FALSE,FALSE,1,0 Block of 7th Avenue,94118,2,Inner Richmond,"(37.787446032320275, -122.46575026324021)"
B162270,6/30/16,9/26/16,10000,FALSE,FALSE,1,0 Block of Stoneybrook Avenue,94112,11,Excelsior,"(37.7300760174427, -122.42176418389366)"
B162276,7/5/16,7/5/16,6000,FALSE,FALSE,1,4200 Block of 26th Street,94131,8,Noe Valley,"(37.74797498975131, -122.43487422336759)"
