,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
2575,37.778089,-122.443507,1,nearest_street,800,Lyon St,San Francisco,CA,San Francisco County,94115
2576,37.770636,-122.449504,1,rooftop,1745,Page St,San Francisco,CA,San Francisco County,94117
2577,37.770636,-122.449504,1,rooftop,1745,Page St,San Francisco,CA,San Francisco County,94117
2579,37.799218,-122.42074,1,rooftop,1298,Union St,San Francisco,CA,San Francisco County,94109
2580,37.801304,-122.424538,1,nearest_street,2801,Van Ness Ave,San Francisco,CA,San Francisco County,94109
2581,37.801304,-122.424538,1,nearest_street,2801,Van Ness Ave,San Francisco,CA,San Francisco County,94109
2582,37.72495,-122.461211,1,nearest_street,1801,Ocean Ave,San Francisco,CA,San Francisco County,94112
2583,37.793428,-122.26913,1,rooftop,202,Madison St,Oakland,CA,Alameda County,94607
2584,37.791205,-122.40806,1,nearest_street,722,Pine St,San Francisco,CA,San Francisco County,94108
2585,37.791205,-122.40806,1,nearest_street,722,Pine St,San Francisco,CA,San Francisco County,94108
2586,37.758198,-122.441039,1,rooftop,185,Corwin St,San Francisco,CA,San Francisco County,94114
2587,37.786491,-122.415038,1,rooftop,700,Geary St,San Francisco,CA,San Francisco County,94109
2588,37.770636,-122.449504,1,rooftop,1745,Page St,San Francisco,CA,San Francisco County,94117
2589,37.786089,-122.397391,1,rooftop,235,2nd St,San Francisco,CA,San Francisco County,94105
2590,37.790981,-122.4178,1,rooftop,1426,California St,San Francisco,CA,San Francisco County,94109
2591,37.796158,-122.438675,1,rooftop,2832,Pierce St,San Francisco,CA,San Francisco County,94123
2592,37.794895,-122.429989,1,nearest_street,2000,Broadway St,San Francisco,CA,San Francisco County,94115
2593,37.8002,-122.4091,1,rooftop,1560,Stockton St,San Francisco,CA,San Francisco County,94133
2594,37.798949,-122.446039,1,rooftop,3015,Baker St,San Francisco,CA,San Francisco County,94123
2595,37.782453,-122.475323,1,rooftop,307,16th Ave,San Francisco,CA,San Francisco County,94118
2596,37.772525,-122.427158,1,nearest_street,300,Haight St,San Francisco,CA,San Francisco County,94102
2597,37.796695,-122.43222,1,rooftop,2901,Buchanan St,San Francisco,CA,San Francisco County,94123
2599,37.7786,-122.4892,1,rooftop,567,29th Ave,San Francisco,CA,San Francisco County,94121
2600,37.774412,-122.427263,1,rooftop,436,Buchanan St,San Francisco,CA,San Francisco County,94102
2601,37.774299,-122.39051,1,rooftop,1135,4th St,San Francisco,CA,San Francisco County,94158
2602,37.761725,-122.391794,1,rooftop,690,Indiana St,San Francisco,CA,San Francisco County,94107
2603,37.784076,-122.432456,1,rooftop,1795,Geary Blvd,San Francisco,CA,San Francisco County,94115
2604,37.7812,-122.4614,1,rooftop,3912,Geary Blvd,San Francisco,CA,San Francisco County,94118
2605,37.75281,-122.443619,1,rooftop,875,Corbett Ave,San Francisco,CA,San Francisco County,94131
2606,37.794508,-122.425311,1,rooftop,1821,Pacific Ave,San Francisco,CA,San Francisco County,94109
2607,37.778601,-122.483783,1,rooftop,583,24th Ave,San Francisco,CA,San Francisco County,94121
2608,37.722979,-122.450764,1,rooftop,851,Ocean Ave,San Francisco,CA,San Francisco County,94112
2609,37.802628,-122.436693,1,nearest_street,1,Cervantes Blvd,San Francisco,CA,San Francisco County,94123
2610,37.800032,-122.412471,1,nearest_street,800,Union St,San Francisco,CA,San Francisco County,94133
2611,37.772721,-122.391183,1,rooftop,1201,4th St,San Francisco,CA,San Francisco County,94158
2612,37.789743,-122.42726,1,nearest_street,1901,Octavia St,San Francisco,CA,San Francisco County,94109
2613,37.709085,-122.469509,1,rooftop,272,Saint Charles Ave,San Francisco,CA,San Francisco County,94132
2614,37.798942,-122.403187,1,rooftop,29,Prescott Ct,San Francisco,CA,San Francisco County,94133
2615,37.775942,-122.437854,1,rooftop,1290,Grove St,San Francisco,CA,San Francisco County,94117
2616,37.794245,-122.479557,1,nearest_street,1577,Pershing Dr,San Francisco,CA,San Francisco County,94129
2617,37.744937,-122.443169,1,rooftop,91,Cameo Way,San Francisco,CA,San Francisco County,94131
2618,37.772952,-122.438851,1,rooftop,300,Broderick St,San Francisco,CA,San Francisco County,94117
2619,37.774299,-122.39051,1,rooftop,1135,4th St,San Francisco,CA,San Francisco County,94158
2620,37.799663,-122.416277,1,rooftop,1046,Union St,San Francisco,CA,San Francisco County,94133
2621,37.787424,-122.421154,1,rooftop,1285,Sutter St,San Francisco,CA,San Francisco County,94109
2622,37.793112,-122.424572,1,rooftop,2020,Franklin St,San Francisco,CA,San Francisco County,94109
2623,37.754575,-122.444108,1,rooftop,160,Gardenside Dr,San Francisco,CA,San Francisco County,94131
2625,37.764037,-122.466311,1,nearest_street,800,Irving St,San Francisco,CA,San Francisco County,94122
2626,37.755295,-122.420964,1,nearest_street,1100,Valencia St,San Francisco,CA,San Francisco County,94110
2627,37.765996,-122.431038,1,nearest_street,2100,15th St,San Francisco,CA,San Francisco County,94114
2628,37.752568,-122.416284,1,rooftop,1284,S Van Ness Ave,San Francisco,CA,San Francisco County,94110
2629,37.791982,-122.424207,1,rooftop,1856,Franklin St,San Francisco,CA,San Francisco County,94109
2630,37.765925,-122.466442,1,nearest_street,800,Lincoln Way,San Francisco,CA,San Francisco County,94122
2632,37.749951,-122.508459,1,rooftop,1952,Great Hwy,San Francisco,CA,San Francisco County,94116
2633,37.760605,-122.507015,1,rooftop,1395,47th Ave,San Francisco,CA,San Francisco County,94122
2634,37.75766,-122.50597,1,rooftop,1547,46th Ave,San Francisco,CA,San Francisco County,94122
2636,37.777628,-122.410935,1,rooftop,643,Natoma St,San Francisco,CA,San Francisco County,94103
2637,37.742655,-122.486413,1,rooftop,2394,29th Ave,San Francisco,CA,San Francisco County,94116
2638,37.786448,-122.407735,1,rooftop,181,Ofarrell St,San Francisco,CA,San Francisco County,94102
2639,37.74218,-122.418981,1,rooftop,221,Virginia Ave,San Francisco,CA,San Francisco County,94110
2640,37.801529,-122.408101,1,rooftop,519,Filbert St,San Francisco,CA,San Francisco County,94133
2641,37.7593,-122.4836,1,rooftop,2115,Kirkham St,San Francisco,CA,San Francisco County,94122
2642,37.777619,-122.41187,1,nearest_street,655,Minna St,San Francisco,CA,San Francisco County,94103
2644,37.760377,-122.506999,1,nearest_street,1400,47th Ave,San Francisco,CA,San Francisco County,94122
2646,37.7593,-122.4836,1,rooftop,2115,Kirkham St,San Francisco,CA,San Francisco County,94122
2647,32.8178,-116.9223,1,rooftop,1598,Villa Crest Dr,El Cajon,CA,San Diego County,92021
2648,37.79016,-122.423975,1,nearest_street,1700,Franklin St,San Francisco,CA,San Francisco County,94109
2649,37.719,-122.4096,1,rooftop,893,Colby St,San Francisco,CA,San Francisco County,94134
2650,37.745881,-122.496309,1,nearest_street,2200,38th Ave,San Francisco,CA,San Francisco County,94116
2652,37.780828,-122.456343,1,rooftop,25,Stanyan Blvd,San Francisco,CA,San Francisco County,94118
2893,37.761078,-122.440985,1,nearest_street,3000,Market St,San Francisco,CA,San Francisco County,94114
2894,37.76399,-122.467383,1,nearest_street,1300,10th Ave,San Francisco,CA,San Francisco County,94122
2897,37.781732,-122.437623,1,rooftop,1307,Scott St,San Francisco,CA,San Francisco County,94115
2901,37.777283,-122.462941,1,nearest_street,600,5th Ave,San Francisco,CA,San Francisco County,94118
2902,37.777283,-122.462941,1,nearest_street,600,5th Ave,San Francisco,CA,San Francisco County,94118
2904,37.763987,-122.444412,1,nearest_street,200,Upper Ter,San Francisco,CA,San Francisco County,94117
2905,37.7784,-122.414342,1,rooftop,1201,Market St,San Francisco,CA,San Francisco County,94103
2906,37.7784,-122.414342,1,rooftop,1201,Market St,San Francisco,CA,San Francisco County,94103
2907,37.771753,-122.427002,1,rooftop,203,Buchanan St,San Francisco,CA,San Francisco County,94102
2908,37.773935,-122.446092,1,nearest_street,800,Masonic Ave,San Francisco,CA,San Francisco County,94117
2910,37.729874,-122.372006,1,nearest_street,700,Innes Ave,San Francisco,CA,San Francisco County,94124
2911,37.73377,-122.439051,1,rooftop,150,Burnside Ave,San Francisco,CA,San Francisco County,94131
2912,37.7812,-122.4614,1,rooftop,3912,Geary Blvd,San Francisco,CA,San Francisco County,94118
2913,37.801076,-122.426748,1,rooftop,1524,Lombard St,San Francisco,CA,San Francisco County,94123
2914,37.785131,-122.463503,1,nearest_street,4300,California St,San Francisco,CA,San Francisco County,94118
2918,37.779853,-122.403909,1,rooftop,921,Folsom St,San Francisco,CA,San Francisco County,94107
2920,37.730177,-122.371731,1,rooftop,740,Earl St,San Francisco,CA,San Francisco County,94124
2921,37.77446,-122.449517,1,nearest_street,100,Clayton St,San Francisco,CA,San Francisco County,94117
2923,37.790841,-122.418566,1,rooftop,1476,California St,San Francisco,CA,San Francisco County,94109
2924,37.771804,-122.426621,1,rooftop,200,Buchanan St,San Francisco,CA,San Francisco County,94102
2926,37.7864,-122.3892,1,rooftop,501,Beale St,San Francisco,CA,San Francisco County,94105
2927,37.797617,-122.423793,1,nearest_street,2400,Van Ness Ave,San Francisco,CA,San Francisco County,94109
2929,37.792269,-122.424402,1,rooftop,1901,Franklin St,San Francisco,CA,San Francisco County,94109
2931,37.739002,-122.415899,1,nearest_street,400,Moultrie St,San Francisco,CA,San Francisco County,94110
2932,37.773083,-122.391187,1,rooftop,590,Mission Rock St,San Francisco,CA,San Francisco County,94158
2936,37.745913,-122.428658,1,rooftop,1451,Sanchez St,San Francisco,CA,San Francisco County,94131
2940,37.782077,-122.483804,1,nearest_street,2300,Clement St,San Francisco,CA,San Francisco County,94121
2942,37.787703,-122.391971,1,rooftop,388,Beale St,San Francisco,CA,San Francisco County,94105
2943,37.780851,-122.453083,1,rooftop,767,Spruce St,San Francisco,CA,San Francisco County,94118
2944,37.7593,-122.4836,1,rooftop,2115,Kirkham St,San Francisco,CA,San Francisco County,94122
2945,37.78518,-122.435781,1,rooftop,2000,Post St,San Francisco,CA,San Francisco County,94115
2946,37.777592,-122.41098,1,rooftop,643,Natoma St,San Francisco,CA,San Francisco County,94103
2947,37.779907,-122.492859,1,rooftop,6838,Geary Blvd,San Francisco,CA,San Francisco County,94121
2949,37.8002,-122.4091,1,rooftop,1560,Stockton St,San Francisco,CA,San Francisco County,94133
2950,37.775272,-122.415908,1,nearest_street,100,10th St,San Francisco,CA,San Francisco County,94103
2951,37.689004,-122.494098,1,rooftop,281,Westridge Ave,Daly City,CA,San Mateo County,94015
2952,37.754833,-122.425438,1,rooftop,3489,22nd St,San Francisco,CA,San Francisco County,94110
2953,37.761708,-122.391794,1,rooftop,690,Indiana St,San Francisco,CA,San Francisco County,94107
2954,38.344853,-121.959578,1,rooftop,741,Beelard Dr,Vacaville,CA,Solano County,95687
2955,38.344853,-121.959578,1,rooftop,741,Beelard Dr,Vacaville,CA,Solano County,95687
2957,37.787213,-122.391949,1,rooftop,396,Harrison St,San Francisco,CA,San Francisco County,94105
2958,37.764715,-122.425231,1,rooftop,3251,16th St,San Francisco,CA,San Francisco County,94110
2959,37.772721,-122.391183,1,rooftop,1201,4th St,San Francisco,CA,San Francisco County,94158
2961,37.769798,-122.448579,1,nearest_street,600,Clayton St,San Francisco,CA,San Francisco County,94117
2962,37.713304,-122.41015,1,nearest_street,330,Leland Ave,San Francisco,CA,San Francisco County,94134
2963,37.780767,-122.437532,1,rooftop,1817,Eddy St,San Francisco,CA,San Francisco County,94115
2964,37.793428,-122.26913,1,rooftop,202,Madison St,Oakland,CA,Alameda County,94607
2965,37.780767,-122.437532,1,rooftop,1817,Eddy St,San Francisco,CA,San Francisco County,94115
2966,37.774015,-122.440999,1,rooftop,328,Baker St,San Francisco,CA,San Francisco County,94117
2967,37.791433,-122.421376,1,rooftop,1720,Sacramento St,San Francisco,CA,San Francisco County,94109
2968,37.787703,-122.391971,1,rooftop,388,Beale St,San Francisco,CA,San Francisco County,94105
2971,37.787213,-122.391949,1,rooftop,396,Harrison St,San Francisco,CA,San Francisco County,94105
2974,37.749357,-122.444826,1,rooftop,821,Burnett Ave,San Francisco,CA,San Francisco County,94131
2975,37.793428,-122.26913,1,rooftop,202,Madison St,Oakland,CA,Alameda County,94607
2976,37.763467,-122.479267,1,nearest_street,1300,21st Ave,San Francisco,CA,San Francisco County,94122
2977,37.727559,-122.368684,1,rooftop,11,Innes Ct,San Francisco,CA,San Francisco County,94124
2978,37.791456,-122.392342,1,rooftop,88,Howard St,San Francisco,CA,San Francisco County,94105
2979,37.787137,-122.396691,1,nearest_street,22,Tehama St,San Francisco,CA,San Francisco County,94105
2981,37.720934,-122.440473,1,nearest_street,1100,Cayuga Ave,San Francisco,CA,San Francisco County,94112
2982,37.764037,-122.466311,1,nearest_street,800,Irving St,San Francisco,CA,San Francisco County,94122
2985,37.795544,-122.424923,1,rooftop,1690,Broadway,San Francisco,CA,San Francisco County,94123
2986,37.773089,-122.396768,1,nearest_street,,I 280,San Francisco,CA,San Francisco County,94158
2987,37.800868,-122.405763,1,rooftop,397,Union St,San Francisco,CA,San Francisco County,94133
2988,37.774299,-122.39051,1,rooftop,1135,4th St,San Francisco,CA,San Francisco County,94158
2989,37.728231,-122.459064,1,rooftop,130,Westwood Dr,San Francisco,CA,San Francisco County,94112
2990,37.794527,-122.411364,1,nearest_street,1200,Mason St,San Francisco,CA,San Francisco County,94108
2992,37.769526,-122.45071,1,nearest_street,600,Cole St,San Francisco,CA,San Francisco County,94117
2994,37.796753,-122.43061,1,rooftop,2799,Laguna St,San Francisco,CA,San Francisco County,94123
2995,37.750968,-122.412839,1,nearest_street,3150,25th St,San Francisco,CA,San Francisco County,94110
2996,37.759977,-122.504983,1,rooftop,1423,45th Ave,San Francisco,CA,San Francisco County,94122
2997,37.7784,-122.414342,1,rooftop,1201,Market St,San Francisco,CA,San Francisco County,94103
2998,37.777028,-122.393184,1,rooftop,260,King St,San Francisco,CA,San Francisco County,94107
3000,37.784431,-122.396488,1,rooftop,77,Dow Pl,San Francisco,CA,San Francisco County,94107
3002,37.7694,-122.3867,1,rooftop,550,Terry A Francois Blvd,San Francisco,CA,San Francisco County,94158
3004,37.71764,-122.443932,1,rooftop,150,Niagara Ave,San Francisco,CA,San Francisco County,94112
3005,37.793112,-122.424572,1,rooftop,2020,Franklin St,San Francisco,CA,San Francisco County,94109
3007,37.725072,-122.458194,1,nearest_street,100,Southwood Dr,San Francisco,CA,San Francisco County,94112
3010,37.787996,-122.393597,1,nearest_street,355,Folsom St,San Francisco,CA,San Francisco County,94105
3011,37.630623,-122.428484,1,rooftop,207,Boardwalk Ln,San Bruno,CA,San Mateo County,94066
3012,37.758794,-122.416371,1,rooftop,3367,20th St,San Francisco,CA,San Francisco County,94110
3013,37.717866,-122.440359,1,rooftop,33,Seneca Ave,San Francisco,CA,San Francisco County,94112
